news ID,url,title,time,content
udn201707130032000,https://udn.com/news/story/6811/2580011?from=udn-ch1_breaknews-1-99-news,比特幣跌跌不休…,2017/07/13 00:32,
udn201707130029000,https://udn.com/news/story/6811/2580285?from=udn-ch1_breaknews-1-99-news,油價揚葉倫談升息 美股開盤走高,2017/07/13 00:29,華爾街股市今天開盤走揚，主因美國聯邦準備理事會主席葉倫（JanetYellen）矢言「逐步」方式調息。葉倫在國會聽證會的證詞中說，她將「小心監視」美國的經濟情況，因為勞動市場緊俏，但通膨卻遲緩，未達聯準會的設定目標。開盤15分鐘，道瓊工業指數上漲0.6%，來到21539.54點。標準普爾500指數上揚0.7%，來到2442.00點；以科技股為主的那斯達克綜合指數，攀漲0.9%，來到6246.44點。華爾街股市今天開盤走揚，主因美國聯邦準備理事會主席葉倫（JanetYellen）矢言「逐步」方式調息。葉倫在國會聽證會的證詞中說，她將「小心監視」美國的經濟情況，因為勞動市場緊俏，但通膨卻遲緩，未達聯準會的設定目標。開盤15分鐘，道瓊工業指數上漲0.6%，來到21539.54點。標準普爾500指數上揚0.7%，來到2442.00點；以科技股為主的那斯達克綜合指數，攀漲0.9%，來到6246.44點。
udn201707130028000,https://udn.com/news/story/7266/2580331?from=udn-ch1_breaknews-1-99-news,超認真試吃／北投巧涼冰品,2017/07/13 00:28,《超認真試吃》所日前舉行的家鄉美食徵選活動中，網友吳侑芯特別推薦北投的巧涼古早味冰品，強調用料實在、價格輕鬆。在試吃員實際試吃之後，認為巧涼的花生、紅豆熬煮的軟而不爛，配料也不少，以每碗刨冰45元的售價來看，確實是物有所值。位於北投市場範圍內的巧涼，距離北投捷運站步行約10～15分鐘，就算是平日門口也一直維持10～15個人的排隊人龍，周圍還有高記茶莊、蔡元益紅茶等知名店鋪。店內販售有刨冰、手工豆花、芒果牛奶冰等冰品。刨冰與豆花均為45元，各可選4種、3種配料，芒果牛奶冰則為100元，有提供座位區。冰櫃上有各式豆類、果乾、愛玉、仙草等20多種佐料，選擇很多。試吃員的刨冰選擇紅豆、花生、芋頭、小湯圓等經典配料，整碗刨冰份量不少，2人共食也足以。其中紅豆與花生的顆粒飽滿，口感綿密，保有本身的完整性又不會過於軟爛，容易嚐出本身的滋味；紅白小湯圓比坊間的小，更容易咀嚼，也沒有麵心過硬的情況。經過黑糖水特有的清香甜氣，以及細緻的刨冰加持之後，吃上幾口就令人暑氣大減！只是令人期待的芋頭雖然份量不少，但是咬感較硬，對於喜歡吃鬆軟、入口即化的人來說，可能會略為失望。地址：台北市北投區清江路25巷25號電話：02 2893 6809推薦者：吳侑芯《超認真試吃》所日前舉行的家鄉美食徵選活動中，網友吳侑芯特別推薦北投的巧涼古早味冰品，強調用料實在、價格輕鬆。在試吃員實際試吃之後，認為巧涼的花生、紅豆熬煮的軟而不爛，配料也不少，以每碗刨冰45元的售價來看，確實是物有所值。位於北投市場範圍內的巧涼，距離北投捷運站步行約10～15分鐘，就算是平日門口也一直維持10～15個人的排隊人龍，周圍還有高記茶莊、蔡元益紅茶等知名店鋪。店內販售有刨冰、手工豆花、芒果牛奶冰等冰品。刨冰與豆花均為45元，各可選4種、3種配料，芒果牛奶冰則為100元，有提供座位區。冰櫃上有各式豆類、果乾、愛玉、仙草等20多種佐料，選擇很多。試吃員的刨冰選擇紅豆、花生、芋頭、小湯圓等經典配料，整碗刨冰份量不少，2人共食也足以。其中紅豆與花生的顆粒飽滿，口感綿密，保有本身的完整性又不會過於軟爛，容易嚐出本身的滋味；紅白小湯圓比坊間的小，更容易咀嚼，也沒有麵心過硬的情況。經過黑糖水特有的清香甜氣，以及細緻的刨冰加持之後，吃上幾口就令人暑氣大減！只是令人期待的芋頭雖然份量不少，但是咬感較硬，對於喜歡吃鬆軟、入口即化的人來說，可能會略為失望。地址：台北市北投區清江路25巷25號電話：02 2893 6809推薦者：吳侑芯
udn201707130019000,https://udn.com/news/story/6809/2580326?from=udn-ch1_breaknews-1-99-news,德國警方逮捕四名金幣大盜 金幣恐熔毀滅證,2017/07/13 00:19,路透12日報導，德國特警突襲柏林新克爾恩區一棟公寓，逮捕4名18歲到20歲的金幣大盜，他們涉嫌在柏林的博德博物館偷走價值約400萬美元（約合台幣1.2億元）的黃金金幣。警方雖然逮到這4名疑似與阿拉伯幫派有關聯的青年嫌犯，卻遍尋不著失竊金幣的下落，推測重達100公斤的加拿大「大楓葉」金幣可能已經被嫌犯熔掉，這種金幣通常是純金打造。路透12日報導，德國特警突襲柏林新克爾恩區一棟公寓，逮捕4名18歲到20歲的金幣大盜，他們涉嫌在柏林的博德博物館偷走價值約400萬美元（約合台幣1.2億元）的黃金金幣。警方雖然逮到這4名疑似與阿拉伯幫派有關聯的青年嫌犯，卻遍尋不著失竊金幣的下落，推測重達100公斤的加拿大「大楓葉」金幣可能已經被嫌犯熔掉，這種金幣通常是純金打造。
udn201707130008000,https://udn.com/news/story/7321/2580322?from=udn-ch1_breaknews-1-99-news,快取寶案害錯失升官? 調查局官員：別亂扣帽子,2017/07/13 00:08,快取寶負責人孫岳澤涉嫌吸金案，受害者粗估4、500人，有媒體報導調查局一名張姓科長因透過車商介紹而投資，此次慘賠，也害直屬的保防業務處長王北齊，痛失爭取調查局副局長一職機會。不過張姓科長澄清，根本不認識車商，也沒幫忙招攬吸金，「不要亂扣帽子」。張姓科長曾在嘉市調站服務，他強調會扯上此案，全是透過一位地方報紙的記者介紹，但他不是投資，僅單純以個人名義借錢給孫岳澤，他朋友也有借他，再借給孫，至於從中有獲得利息差價，張姓科長認為因借錢有承擔風險，利潤仍算合理。張姓科長也強調，借錢給孫讓他傾家蕩產，「財產都被抱走了」，絕對沒有幫孫招攬、吸金，更無涉相關人事鬥爭，盼外界不要亂扣帽子。據了解，檢方經陸續偵查，多名金主因涉嫌協助孫岳澤找更多金主，已改列共犯，不過許多此案的受害金主在臉書社團「快取寶孫岳澤.李欣潔吸金案受害人聯盟」，痛批檢方一直傳喚調查被害者，沒想辦法去抓孫岳澤，根本顛倒辦案。不過承辦檢方之前也解釋，「如果沒有投資者出面做筆錄指證，就沒有辦法認定匯入孫岳澤帳戶的款項是違法吸金的錢，越快查明孫岳澤、李欣潔吸金的範圍，才能越快釐清案情，希望投資人能勇於出面指證」，檢方也認為，由於孫岳澤目前潛逃大陸，若遲遲未到案，因犯罪明確，未來也能先起訴。快取寶負責人孫岳澤涉嫌吸金案，受害者粗估4、500人，有媒體報導調查局一名張姓科長因透過車商介紹而投資，此次慘賠，也害直屬的保防業務處長王北齊，痛失爭取調查局副局長一職機會。不過張姓科長澄清，根本不認識車商，也沒幫忙招攬吸金，「不要亂扣帽子」。張姓科長曾在嘉市調站服務，他強調會扯上此案，全是透過一位地方報紙的記者介紹，但他不是投資，僅單純以個人名義借錢給孫岳澤，他朋友也有借他，再借給孫，至於從中有獲得利息差價，張姓科長認為因借錢有承擔風險，利潤仍算合理。張姓科長也強調，借錢給孫讓他傾家蕩產，「財產都被抱走了」，絕對沒有幫孫招攬、吸金，更無涉相關人事鬥爭，盼外界不要亂扣帽子。據了解，檢方經陸續偵查，多名金主因涉嫌協助孫岳澤找更多金主，已改列共犯，不過許多此案的受害金主在臉書社團「快取寶孫岳澤.李欣潔吸金案受害人聯盟」，痛批檢方一直傳喚調查被害者，沒想辦法去抓孫岳澤，根本顛倒辦案。不過承辦檢方之前也解釋，「如果沒有投資者出面做筆錄指證，就沒有辦法認定匯入孫岳澤帳戶的款項是違法吸金的錢，越快查明孫岳澤、李欣潔吸金的範圍，才能越快釐清案情，希望投資人能勇於出面指證」，檢方也認為，由於孫岳澤目前潛逃大陸，若遲遲未到案，因犯罪明確，未來也能先起訴。
udn201707130007000,https://udn.com/news/story/6811/2580321?from=udn-ch1_breaknews-1-99-news,加升息三原因：預防通膨升高、打房、與Fed同步,2017/07/13 00:07,加拿大央行12日升息1碼，為0.75%，是七年來首度升息，以反映全球經濟成長好轉；並表示最近的經濟數據已「使央行對經濟能夠超越潛在成長水平，並吸收經濟的超額產能更具信心」。 分析師針對加拿大升息提出三項原因。第一，央行傾向於藉由貨幣政策，來因應通膨可能升高的勢頭。目前核心通膨率僅1.3%，低於2%目標，且持續下降，但央行預測明年中時將升到2%附近。第二，希望藉由升息來減輕金融出現不穩的可能性，因為利率偏低會鼓勵投資人承擔更高的風險。利率長期偏低也使房市過熱，迫使政府必須與各省一起透過法規及租稅使房市降溫。第三，央行希望能更接近美國聯準會的貨幣政策方向，以防止加幣對美元匯率出現較大波動。央行升息後加幣立刻對美元升值0.7%，報1美元兌1.2824加幣，是去年8月來最高價位。加拿大經濟成長率優於預估，就業數字也偏強。一些分析師擔心油價下跌對經濟成長不利，但央行表示加拿大經濟已對低油價的調適「已大致完成」。加拿大央行12日升息1碼，為0.75%，是七年來首度升息，以反映全球經濟成長好轉；並表示最近的經濟數據已「使央行對經濟能夠超越潛在成長水平，並吸收經濟的超額產能更具信心」。 分析師針對加拿大升息提出三項原因。第一，央行傾向於藉由貨幣政策，來因應通膨可能升高的勢頭。目前核心通膨率僅1.3%，低於2%目標，且持續下降，但央行預測明年中時將升到2%附近。第二，希望藉由升息來減輕金融出現不穩的可能性，因為利率偏低會鼓勵投資人承擔更高的風險。利率長期偏低也使房市過熱，迫使政府必須與各省一起透過法規及租稅使房市降溫。第三，央行希望能更接近美國聯準會的貨幣政策方向，以防止加幣對美元匯率出現較大波動。央行升息後加幣立刻對美元升值0.7%，報1美元兌1.2824加幣，是去年8月來最高價位。加拿大經濟成長率優於預估，就業數字也偏強。一些分析師擔心油價下跌對經濟成長不利，但央行表示加拿大經濟已對低油價的調適「已大致完成」。
udn201707130003000,https://udn.com/news/story/6811/2580320?from=udn-ch1_breaknews-1-99-news,葉倫談話「鷹味」稍降 並表示利率不須再升太多,2017/07/13 00:03,葉倫在對國會提出的報告中，仍對美國經濟最近的表現抱持普遍的正面看法，強調近月來家庭支出回升，製造業也因為國外成長增強而得到支持。但她也強調，Fed決策官員正密切注意通膨動向，因為一直無法達到2%目標。5月核心個人消費支出（PCE）平減指數比去年上升1.4%，已連續第3估月下降。她並未強烈暗示Fed下次升息將在何時，仍堅持「今年」內將開始縮表。她並指出，利率不需再升太多，就能夠達到「中性」水準。但在較長期間利率仍須上升，以維持經濟平衡，這表示「未來幾年利率進一步漸進上升應屬適當」。由於葉倫對通膨改持較審慎態度，帶動美元及美債殖利率走低。2年期公債殖利率下降3.62基點，至1.339%；10年期殖利率下降4.6基點，報2.314%，都是近一個月來最大單日跌幅。之前葉倫曾多次強調，基於就業市場持續改善，通膨率終將達成目標。這次她仍指出，通膨偏低部分歸因於多項通膨指標成分出現「不尋常的下跌」。她指出，所得與就業成長增強，將「進一步提高資源利用率，從而促使工資及物價加速上升」。但她也表示，「當然，經濟展望一直都有相當高的不確定性」，及Fed「不確定通膨何時才會對資源利用率趨緊做出反應，及反應到何種程度」。貨幣政策並非依據「預設的路徑」；「目前而言，我認為美國經濟表現究意會比我們預估的更強，還是較弱，機率大致相同」。葉倫並強調制定利率若過度依賴「法則（公式）」所可能造成的傷害；儘管Fed經常參考這些法則，「但不能機械式的運用這些處方」；「法則的使用，需要審慎判斷那些因素應投入法則中，權重是多少，以及法則中未列入考慮的多項因素會有多大影響力」。一些共和黨人士希望下任Fed主席在制定利率時，能以「法則」為優先，例如史丹福大學教授泰勒所提出的「泰勒法則」。川普新提名的Fed主席夸利斯也表示，他支持在制定利率能更加公式化。另一位可能被提名的理事顧凡德也持相同看法。葉倫在對國會提出的報告中，仍對美國經濟最近的表現抱持普遍的正面看法，強調近月來家庭支出回升，製造業也因為國外成長增強而得到支持。但她也強調，Fed決策官員正密切注意通膨動向，因為一直無法達到2%目標。5月核心個人消費支出（PCE）平減指數比去年上升1.4%，已連續第3估月下降。她並未強烈暗示Fed下次升息將在何時，仍堅持「今年」內將開始縮表。她並指出，利率不需再升太多，就能夠達到「中性」水準。但在較長期間利率仍須上升，以維持經濟平衡，這表示「未來幾年利率進一步漸進上升應屬適當」。由於葉倫對通膨改持較審慎態度，帶動美元及美債殖利率走低。2年期公債殖利率下降3.62基點，至1.339%；10年期殖利率下降4.6基點，報2.314%，都是近一個月來最大單日跌幅。之前葉倫曾多次強調，基於就業市場持續改善，通膨率終將達成目標。這次她仍指出，通膨偏低部分歸因於多項通膨指標成分出現「不尋常的下跌」。她指出，所得與就業成長增強，將「進一步提高資源利用率，從而促使工資及物價加速上升」。但她也表示，「當然，經濟展望一直都有相當高的不確定性」，及Fed「不確定通膨何時才會對資源利用率趨緊做出反應，及反應到何種程度」。貨幣政策並非依據「預設的路徑」；「目前而言，我認為美國經濟表現究意會比我們預估的更強，還是較弱，機率大致相同」。葉倫並強調制定利率若過度依賴「法則（公式）」所可能造成的傷害；儘管Fed經常參考這些法則，「但不能機械式的運用這些處方」；「法則的使用，需要審慎判斷那些因素應投入法則中，權重是多少，以及法則中未列入考慮的多項因素會有多大影響力」。一些共和黨人士希望下任Fed主席在制定利率時，能以「法則」為優先，例如史丹福大學教授泰勒所提出的「泰勒法則」。川普新提名的Fed主席夸利斯也表示，他支持在制定利率能更加公式化。另一位可能被提名的理事顧凡德也持相同看法。
apl201707130528000,http://www.appledaily.com.tw/realtimenews/article/international/20170713/1159881/讓盲童看見希望　視障少年上山下海為同伴募款,讓盲童看見希望　視障少年上山下海為同伴募款,2017/07/13 05:28,"來自中美洲貧窮小國伯利兹（Belize）的羅文蓋爾（Rowan Garel）從小雙目失明，但年僅19歲的他，仍憑著驚人意志完成攀登該國最高峰以及獨自深潛大藍洞等多項壯舉，為同病相憐的視障學童籌款，「不管在學校、街上遇到挫折，還是被別人看不起」，這位生命鬥士對《蘋果》說，「只要你想做，而且願意付出，沒有任何事情可以難倒你」。在中美州小國長大的蓋爾，出生後18個月被診斷出「早產兒視網膜病變」，不幸失去視力。該國資源貧乏，在全國唯一視覺障礙協會（Belize Council for the Visually Impaired，BCVI）就學的蓋爾向《蘋果》表示，11歲那年得知BCVI陷入財困，被迫取消一年一度的視障學童夏令營，導致無數貧窮視障學生失去學習機會。他跟家人相討後，便下定決心為BCVI籌款。在父親協助下，蓋爾首個「歷險」任務是攀登3,688尺的該國最高峰維多利亞峰（Victoria Peak），大量練習後最終花上3.5天登頂，兼為BCVI籌得7萬元（美元，下同）；他的善舉吸引了該國注目，其後，蓋爾又提出要徒步橫越伯利兹。在大批義工及記者陪同下，自與危地馬拉接壤邊境城市出發，5日後走到伯利茲市，成功為盲童爭取到另一次參加夏令營的機會。最近一次「歷險」在2013年，蓋爾單獨潛入世界最大海底洞穴大藍洞（The Great Blue Hole），創健力士世界紀錄。談及該次任務，蓋爾仍相當興奮，「十分喜歡在水底下的感覺，非常平靜」，他續指，地球七成表面由海水覆蓋，人類只探索了不到一半地方，「水底像一個新世界，令我感到十分渺小」。三次善舉一共為BCVI籌得約30萬元善款，夏令營重開之餘，協會亦添置了多台視障人士使用電腦，以及成立視障學童獎學金。遠至台灣的「周大觀文教基金會」，日前向蓋爾頒發2017年度「全球熱愛生命獎章」，表揚他「活著就是希望」的正能量。在紐約台北經濟文化辦事處協助下，基金會創辦人周進華專程到紐約向蓋爾頒獎，同時邀請他9月份到台灣出席新書發佈會。名為「奇幻之旅- 貝里斯全盲英雄羅文蓋爾的冒險」的圖書，以繪本形式紀錄蓋爾三次歷險過程，中文版由台北市幸安國小學生翻譯，透過義賣為BCVI籌款。周進華認為，與他遇過其他生命鬥士相比，蓋爾成長在資源貧乏的小國，「但從沒有氣餒，他很有抱負，在最弱勢的國家做最堅強的事」。蓋爾說，希望藉書本向社會、特別是小童宣揚視障人士與普通人沒有分別的訊息，又勉勵他們不論在學校、街上或其他地方遇到挑戰挫折，或被別人看不起，「只要你想做，而且願意付出，沒有任何事情可以難倒你」。（鄭柏齡／紐約報導） "
apl201707130513000,http://www.appledaily.com.tw/realtimenews/article/international/20170713/1159910/川普兒恐觸選舉法　女婿涉國會偽證,川普兒恐觸選舉法　女婿涉國會偽證,2017/07/13 05:13,川普長子小唐納前天在推特公布電子郵件，再度引起外界關注涉及通俄門的川普親信是否已踩到法律紅線。法律專家分析，小唐納罪名不及叛國，但恐違反《聯邦選舉法》。美國史坦莫法學院教授舒格曼表示，若稱小唐納與俄方接觸是「叛國」，就是言過其實。他解釋，叛國在《憲法》裡的狹義定義是在戰爭時期幫助敵人。華府監督組織「Common Cause」副主席萊恩分析，如電郵內容屬實，小唐納涉嫌以對希拉蕊反面調查名義，透過交換資訊形式，非法接受外國人士捐獻，「電郵內容顯然已違反聯邦選舉財務法」。法界人士多認同小唐納恐觸犯《聯邦選舉法》，但舒格曼指，此案十分複雜。首先爭議點就在於莫斯科提供給小唐納的「捐獻」，是否符合聯邦選舉財務法的定義。此外，該法令從未應用在「交換資訊」案例，法院引用時須十分謹慎，因這涉及言論自由。在聯邦調查局針對川普通俄門的調查中，川普女婿庫西納也是重點人物。小唐納曾把與俄方往來電郵轉寄給庫西納，據傳小唐納與俄國律師會面時，庫西納也在場。兩人唯一差異在於，庫西納並未請求或接受這場會面。但庫西納面臨最大的法律風險就是在國會作偽證，或對執法單位說謊。川普競選團隊一再否認與俄羅斯有任何糾葛，現在顯然都是謊言。（韓政燕／綜合外電報導）
apl201707130508000,http://www.appledaily.com.tw/realtimenews/article/local/20170713/1159907/港都治安亮紅燈　持刀強盜當街行搶夜歸女,港都治安亮紅燈　持刀強盜當街行搶夜歸女,2017/07/13 05:08,高雄鳳山區凌晨驚傳強盜案，一名夜歸女子騎車返家，就在家門口停車時，一名騎車頭戴安全帽男子伺機靠近，接著突然手持一把尖刀指向該女，並威嚇將錢包交出，看到眼前尖刀逼近，被害女嚇到交出錢包，歹徒得手後騎車逃逸，女子父親接獲女兒求救電話，趕到現場安撫後，急忙報警求助，警方事後調閱監視器發現一名可疑嫌犯，也請被害女指認特徵無誤，目前展開追緝中。(侯昌騰／高雄報導)
apl201707130508001,http://www.appledaily.com.tw/realtimenews/article/local/20170713/1159908/毒蟲累了睡路中　警叫醒卻意外發現這些東西,毒蟲累了睡路中　警叫醒卻意外發現這些東西,2017/07/13 05:08,高雄市一名男子，因駕車停在路中許久，警發現後上前叫醒，卻發現車內有一個K盤，男子面有難色卻否認持有，警方將人車押回警局持續搜查，卻又在方向盤下方夾層，意外發現大量分裝好的毒品，男子見狀又堅持是朋友的，警方調查發現，男子工作時右腳受傷，因此領有身心障礙手冊，車上還放有拐杖，警方清查毒品數量後，對男子宣讀權利，隨即上銬逮捕進行偵訊。(侯昌騰／高雄報導)
apl201707130503000,http://www.appledaily.com.tw/realtimenews/article/international/20170713/1159909/川普怨長子被獵巫　候任FBI局長馬上打臉,川普怨長子被獵巫　候任FBI局長馬上打臉,2017/07/13 05:03,美國總統川普上月正式提名前助理司法部長瑞伊（Christopher Wray）接任聯邦調查局（FBI）局長，瑞伊周三（12日）出席參議院司法委員會的確認聽證會時，被多名議員質疑能否維持FBI獨立運作，而不是為總統服務。瑞伊強調，他會忠於憲法、法律及FBI的使命，不會讓FBI的工作受其他因素影響。如果川普要他做任何非法事情，他會辭職。對於，川普稍早透過推特為長子小唐納（Donald Trump Jr.）的「通俄門」喊冤，指責媒體發動史上最嚴重的獵巫（政治迫害）。瑞伊在聽證會上表示，他不認同川普的說法。他也支持特別檢察官穆勒（Robert Mueller）調查「通俄門」，他說，FBI想要知道任何威脅，或介入去年總統大選的證據，也沒有理由懷疑國家情報機構對「俄羅斯介入大選」的評估。瑞伊1989年畢業於耶魯大學，1992年獲耶魯法學院法學學位，1997年加入美國喬治亞州北部地方的律師辦公室，2001年開始在主要司法部門工作。在布希政府時期，瑞伊和前聯邦調查局長康梅（James Comey）在司法部共事過。（國際中心／綜合外電報導）【相關新聞】在美撞車想卸責 強國男自稱：我是FBI探員
apl201707130428000,http://www.appledaily.com.tw/realtimenews/article/international/20170713/1159905/女遭墜樓男壓中　濺到成身血重傷,女遭墜樓男壓中　濺到成身血重傷,2017/07/13 04:28,中國四川「達州市中心醫院」門診部對面的公車站外，一名男子於周二（11日）上午11時許，突然從高處落下，壓中一名騎機車經過的女騎士。不但機車輪胎被壓到爆裂，女子也被墜樓男子濺得一身血，兩人均受傷。目擊者表示，男子墜樓的地點，種了不少高大的樹木，估計男子墜樓後，先壓斷緊靠公車站的樹枝，然後再從樹枝上落下，壓中碰巧騎車路過樹下的女子。由於事發突然，女子還沒反應過來，就連人帶車被倒在地上。醫院表示，墜樓男子不但多處軟組織挫傷，還有多處骨折，「雙側股骨骨折、脛腓骨骨折，骨折應該有4處以上」，但在簡單包紮後，男子已自行出院。被壓中的女子傷勢較重，所幸經全力搶救，情況穩定，但仍需住院觀察。目前，警方仍在調查男子墜樓的原因。（大陸中心／綜合外電報導）【相關新聞】男子還不起房貸跳樓 壓中女子雙雙身亡女大生赤裸墜樓亡 遺體滿身瘀青家人起疑【疑雲片】被自殺？ 女大生陳屍廁所滿身傷 
apl201707130402000,http://www.appledaily.com.tw/realtimenews/article/international/20170713/1159903/計劃十年但經費不足　FBI總部決定不搬了,計劃十年但經費不足　FBI總部決定不搬了,2017/07/13 04:02,美國聯邦調查局（FBI）總部搬到華盛頓市郊的計劃，已進行10年，但當局周二（11日）宣佈，取消這項搬遷計劃。多名民主黨議員批評，此舉會把美國的國家安全置於危險中。美國總務署（GSA）表示，放棄搬遷FBI總部是基於財政考量，不確定能否再獲國會撥款建造新總部，在這樣的情況下，計劃搬遷總部毫無意義。歐巴馬政府曾尋求在2017年財政預算中，撥款14億美元（約424.48億元台幣）給這個計劃，但最後國會批准的預算，少了8.82億美元（約267.42億元台幣）。GSA認為，在沒有獲全額撥款的情況下，繼續推動搬遷，會讓政府冒上「費用上漲」的風險，也可能令目前FBI總部所在的胡佛大樓（J. Edgar Hoover Building），潛在價值下降。多名民主黨的餐眾議員不滿當局的決定，他們發聯合聲明說，胡佛大樓正在崩裂，FBI員工為了國家，在前線執法和應對恐怖主義，川普政府不繼續為他們提供一個安全的總部，實在令人難以理解。聲明還說，取消搬遷總部，更是浪費聯邦、各州及縣政府，在計劃搬遷行動中投資的數百萬美元。FBI總部的搬遷計劃，已推動10年，馬里蘭州的格林貝爾特（Greenbelt）、蘭多弗（Landover），及維吉尼亞州的春田（Springfield），都是搬遷候選地點。（國際中心／綜合外電報導）【相關新聞】
apl201707130400000,http://www.appledaily.com.tw/realtimenews/article/sports/20170713/1159902/【溫網】只差2局！　詹詠然／辛吉絲三盤惜敗無緣4強,【溫網】只差2局！　詹詠然／辛吉絲三盤惜敗無緣4強,2017/07/13 04:00,在妹妹詹皓晴成功闖進溫網女雙4強後，姊姊詹詠然搭檔前世界球后辛吉絲(M.Hingis)組合在凌晨登場的溫網女雙8強中登場，對上葛樂妮菲爾德(A.L.Groenefeld)／佩絲琪珂(K.Peschke)的德國、捷克組合，雙方大戰三盤2小時09分鐘後，可惜以1比2吞敗無緣4強，詹／辛配的草地十連勝止步。詹詠然／辛吉絲曾在溫網前的熱身賽伊斯特本網賽中以6比2、6比0輕鬆打敗葛樂妮菲爾德／佩絲琪珂。但沒想到今一開賽，詹／辛配的首個發球局就被破發，雖然第二局兩人立刻回破，但不料第3局又二度被破，讓詹／辛配少見的處於落後的局面，雖然兩人在第9局成功守住4個盤末點，好不容易保發後，但在第10局對方的盤末發球局中，在第5個盤末點還是終於不保，先以4比6讓出首盤，也中止了兩人連贏14盤的紀錄。第二盤，對手的強力抽球一直讓詹／辛配非常困擾，雙方在第2、3、4和5局演出兩度互破，詹／辛配在第8局三度破發，第9局詹詠然的發球局面臨3個被破發點後，好不容易才保發，以6比3扳回一城。第三盤，詹／辛配率先在第1、5局二度破發，一度取得4比1領先的局面，眼看著勝利即將到手，但不料詹／辛配卻接連在第6、8和10局被連破、連失5局，最終以4比6落敗無緣晉級4強。小編推薦閱讀【溫網】英國一姊孔塔粉碎哈蕾普世界第1美夢　下周新球后誕生【有片】林子偉表現佳　美媒列紅襪令人驚奇球員第2名女桌世界第4是黃曉明表妹　受訪自爆男友是.......TLPGA台灣大哥大女子公開賽R1　姚宣榆、魏筠潔並列領先 
apl201707130340000,http://www.appledaily.com.tw/realtimenews/article/international/20170713/1159895/【慘片】男努力工作猝死　妻2個月後和小叔同居,【慘片】男努力工作猝死　妻2個月後和小叔同居,2017/07/13 03:40,（更新：新增動新聞）英國薩默塞特郡（Somerset）一名女子不滿丈夫上班時間過長，連續多天工作16小時，不但與他大吵一場，還趕他去客廳睡沙發。不料，隔天一早卻發現丈夫暴斃。更慘的是，她發現丈夫辛勞工作，原來是為了儲錢，帶她去旅行，慶祝結婚周年。阿什莉（Ashley Murrell）與36歲丈夫默雷爾（Mikey Murrell）結婚七年，育有三名兒女。默雷爾是地毯清潔員，死前常超時工作，每晚回家已筋疲力盡。今年5月16日，默雷爾在工作16小時後，又帶著一臉倦容回家，阿什莉不滿丈夫只顧工作，忍無可忍主動與他吵架，再趕他去睡沙發。但隔天早上，阿什莉發現丈夫毫無反應，臉如死灰，原來已經暴斃。當下，她驚惶失措地不斷大叫：「他死了！默雷爾死了。」驗屍結果指，默雷爾是在睡夢中窒息死亡，原因無法確定。阿什莉後來發現，丈夫連續超時工作，試想賺夠錢，於7月3日「結婚周年」時，帶她去布拉格旅行慶祝。她說：「我很內疚。我埋怨自己趕他到客廳睡沙發。我仍無法接受，對他最後說的居然是滿口惡言。」但阿什莉也指，丈夫工作時間太長，「總是筋疲力倦，他的健康也急速變差」。她還辯稱，人生苦短，（丈夫）沒必要把怒氣帶入夢鄉。不過阿什莉喪夫後，獲小叔克里斯（Chris Murrell）安慰和陪伴，兩人迅速發展出戀情。克里斯還為她離婚，決定代替已故的哥哥，照顧阿什莉。（國際中心／綜合外電報導）發稿時間：01:40更新時間：03:40【相關新聞】「男朋友」病逝 母豬不願離開墳前
apl201707130333000,http://www.appledaily.com.tw/realtimenews/article/international/20170713/1159901/貪污罪名成立　巴西前總統被判9年半徒刑,貪污罪名成立　巴西前總統被判9年半徒刑,2017/07/13 03:33,巴西前總統魯拉（Luiz Inacio Lula da Silva），周三（12日）被聯邦法院裁定貪污和洗錢罪名成立，判處9年半的有期徒刑。盧拉已提出上訴，目前獲准交保候審，在定讞前他毋須入獄。魯拉被控五項貪污受賄罪，其中一項於周三裁決，他被控，協助建築公司「OAS SA」取得國營巴西石油公司（Petrobras）的合約，並收受OAS SA價值370萬雷亞爾（約3464萬元台幣）的豪宅裝潢工程作為回扣。而這棟位於聖保羅的海濱豪宅，魯拉未申報。魯拉曾於2003至2010年擔任總統，是巴西首名左翼兼工人出身的總統，任內致力減少貧富差距，深受國民愛戴，卸任時民調高達83%。巴西當局近年積極肅貪，多名政商界人物已先後被判刑。（國際中心／綜合外電報導）【相關新聞】金額46億 巴西肉商行賄3任總統首位女總統遭彈劾下台巴西羅塞夫：我會回來巴西版川普當選聖保羅市長抱怨官邸磁場差還鬧鬼 巴西總統攜妻小搬離
